,City,Country,Latitude,Longitude,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
518,Calabozo,Venezuela,8.84N,67.30W,28.09945833333333,29.04316666666666,30.049250000000004,29.762874999999994,28.60141666666667,27.246291666666664,26.75533333333333,26.838208333333338,27.12195652173914,27.53460869565217,28.111347826086963,28.007782608695653
519,Calama,Chile,23.31S,69.03W,17.889916666666664,17.404750000000003,16.755125000000003,14.732708333333333,12.590541666666665,10.746625,10.275374999999999,12.0445,13.742086956521739,15.280434782608697,16.682434782608695,17.53934782608696
520,Calamba,Philippines,13.66N,121.38E,25.280083333333334,25.693250000000006,26.647750000000002,27.865291666666675,28.403458333333333,28.105083333333337,27.581666666666674,27.584208333333333,27.370086956521742,26.96313043478261,26.725956521739132,25.664695652173915
521,Calcutta,India,23.31N,88.25E,18.720375,22.550124999999998,27.358208333333337,30.290166666666664,31.00520833333334,30.309125000000005,29.308791666666664,29.400416666666672,29.16113043478261,27.532608695652176,24.123043478260872,19.921999999999997
522,Calgary,Canada,50.63N,112.82W,-9.647458333333333,-6.9694166666666675,-2.0249166666666665,4.631999999999999,10.558333333333332,14.664583333333333,18.02729166666667,17.432291666666664,12.679291666666666,5.007565217391305,-2.525434782608696,-8.462217391304346
523,Cali,Colombia,4.02N,76.34W,22.502499999999998,22.824208333333342,22.81991666666666,22.46025,22.505375,22.503916666666665,22.718374999999998,23.049958333333333,22.72373913043478,21.955956521739125,21.83665217391304,22.002521739130433
524,Cam Pha,Vietnam,21.70N,108.17E,14.360458333333332,16.18358333333333,18.773958333333333,23.082666666666668,26.309291666666667,27.99333333333333,28.330666666666662,28.24325,27.209043478260863,24.508043478260866,20.76034782608696,16.667260869565222
525,Cam Ranh,Vietnam,12.05N,108.49E,22.504416666666668,23.76608333333333,25.150625,25.915583333333327,25.840833333333332,25.31141666666667,24.782708333333332,24.748250000000002,24.50430434782609,23.89126086956522,23.496304347826094,22.49695652173913
526,Camaçari,Brazil,12.05S,37.81W,27.161083333333327,27.406875,27.568874999999995,26.89004166666666,25.99525,24.932458333333333,24.281916666666664,24.32445833333333,25.18513043478261,26.059521739130425,26.749652173913045,26.995999999999995
527,Camagüey,Cuba,21.70N,78.75W,23.005583333333334,23.632624999999994,24.522041666666667,25.703458333333334,26.794583333333335,27.78320833333333,28.250375000000005,28.33995833333333,27.788750000000004,26.752652173913045,25.131652173913043,23.64143478260869
528,Camaragibe,Brazil,7.23S,34.86W,27.038541666666664,27.32754166666666,27.441458333333333,26.735083333333332,26.17220833333334,25.140250000000005,24.629208333333338,24.683833333333336,25.41956521739131,26.093869565217393,26.77108695652174,27.023304347826084
529,Cambridge,United Kingdom,52.24N,0.00W,4.476000000000001,4.811041666666666,6.825875,8.995791666666666,12.409875000000001,15.29833333333333,17.52504166666667,17.468833333333333,14.59765217391304,10.793000000000001,7.266260869565218,4.3163913043478255
530,Cambridge,United States,42.59N,72.00W,-4.874,-3.541333333333334,1.27775,7.652166666666666,13.720125000000003,18.869625000000003,21.511499999999998,20.562583333333333,16.171416666666666,9.518000000000002,4.140608695652174,-1.6677826086956526
531,Campeche,Mexico,20.09N,90.43W,23.543250000000004,24.639583333333334,26.167833333333334,27.957958333333337,29.108999999999998,28.732125,28.30695833333333,28.264041666666667,28.000583333333324,26.712652173913046,25.14808695652174,23.816999999999997
532,Campina Grande,Brazil,7.23S,36.49W,26.73408333333334,26.585125,26.5355,25.877541666666662,25.270083333333336,24.14104166666667,23.678875,24.07079166666667,25.130304347826087,26.069,26.892695652173916,27.159956521739133
533,Campinas,Brazil,23.31S,46.31W,23.124458333333326,23.53170833333333,22.848000000000003,21.312249999999995,18.440125,17.361125,17.126916666666666,18.335000000000004,19.322652173913042,20.830478260869565,21.735130434782608,22.737391304347824
534,Campo Grande,Brazil,20.09S,54.60W,25.795166666666663,25.676291666666668,25.717375000000004,24.684749999999998,22.046499999999998,21.43325,21.1265,23.165666666666667,24.550304347826085,25.664043478260872,25.709999999999997,25.81795652173913
535,Campos,Brazil,21.70S,40.67W,26.194958333333332,27.24229166666667,27.097791666666666,26.210624999999997,24.966000000000005,24.383416666666665,23.717458333333337,23.192124999999994,22.739695652173914,23.112347826086953,23.722347826086963,25.00734782608696
536,Can Tho,Vietnam,10.45N,105.55E,26.63304166666667,27.620625000000004,29.00079166666667,29.73487499999999,29.4375,28.561333333333337,27.952666666666662,27.99266666666666,27.911739130434785,27.59473913043478,27.631304347826084,26.732347826086958
537,Canberra,Australia,36.17S,149.17E,19.102708333333332,18.643375,16.191499999999994,12.236125000000001,8.780916666666668,6.153375,5.226958333333333,6.476458333333334,9.22513043478261,11.810347826086957,14.832869565217393,16.89665217391304
538,Cancún,Mexico,21.70N,87.40W,23.03925,22.939958333333333,23.359541666666672,24.49008333333333,25.937208333333334,26.556666666666672,27.066958333333332,27.368458333333336,27.17645833333334,26.30056521739131,25.21017391304348,23.93482608695652
539,Cangzhou,China,37.78N,115.93E,-2.052791666666667,1.9474999999999991,8.141916666666665,15.600499999999998,21.888166666666667,26.394333333333332,27.836499999999997,26.35066666666666,21.75360869565218,15.111782608695654,6.600956521739129,-0.17734782608695648
540,Canoas,Brazil,29.74S,51.69W,24.164125,23.849124999999997,22.760500000000004,19.513874999999995,15.921375000000003,13.707666666666663,13.037874999999998,14.8155,16.182521739130436,18.982,21.29569565217391,23.219478260869565
541,Cap Haïtien,Haiti,20.09N,71.66W,24.60075,24.571250000000003,24.807416666666658,25.358375000000006,26.772791666666663,28.251958333333338,28.70941666666667,28.919458333333335,28.762458333333328,28.176304347826086,27.020565217391308,25.452956521739136
542,Cape Coast,Ghana,5.63N,1.61W,26.976541666666662,28.260624999999994,28.54466666666666,27.88070833333333,27.193458333333336,25.82554166666667,24.813166666666664,24.550458333333335,25.20726086956522,25.918695652173913,26.88669565217391,26.827913043478258
543,Cape Coral,United States,26.52N,82.39W,18.936166666666665,19.30425,20.37304166666667,22.214875000000003,24.974125,26.834166666666665,27.531333333333333,27.96025,27.788875,25.816565217391307,22.836956521739125,20.28352173913044
544,Cape Town,South Africa,32.95S,18.19E,20.510125000000002,20.825541666666663,19.850666666666665,17.439083333333333,15.138041666666666,13.005791666666665,12.668083333333337,12.761791666666669,14.487434782608693,16.445000000000004,18.02617391304348,19.602
545,Capiatá,Paraguay,24.92S,56.75W,27.967333333333332,27.35191666666667,26.66379166666667,23.797749999999997,20.075458333333334,18.935125,18.149666666666665,20.06629166666666,21.69708695652174,24.367391304347827,25.855000000000004,27.384608695652172
546,Carúpano,Venezuela,10.45N,63.00W,25.8195,26.25129166666667,27.003249999999998,27.477000000000004,27.550124999999998,26.67891666666667,26.41245833333333,26.818,27.291478260869567,27.117739130434785,26.81282608695652,26.030043478260872
547,Caracas,Venezuela,10.45N,66.27W,24.327875000000006,24.69316666666667,25.494249999999997,26.176333333333336,26.664499999999993,26.175916666666666,25.783374999999996,26.009291666666666,26.25369565217391,25.999869565217388,25.602086956521738,24.73373913043478
548,Carapicuíba,Brazil,23.31S,46.31W,23.124458333333326,23.53170833333333,22.848000000000003,21.312249999999995,18.440125,17.361125,17.126916666666666,18.335000000000004,19.322652173913042,20.830478260869565,21.735130434782608,22.737391304347824
549,Cardiff,United Kingdom,52.24N,2.63W,4.367416666666666,4.724666666666666,6.565000000000001,8.52425,11.859333333333334,14.57820833333333,16.55666666666666,16.342708333333338,13.736043478260868,10.192391304347826,7.027391304347826,4.189304347826087
550,Cariacica,Brazil,20.09S,40.95W,25.987291666666664,26.223041666666663,25.64795833333333,24.077416666666668,21.711666666666662,20.17408333333334,19.908,20.902500000000003,22.31130434782609,23.839782608695653,24.771260869565225,25.613043478260867
551,Carmen,Mexico,18.48N,91.27W,23.21529166666667,24.57754166666666,26.387791666666672,28.340416666666666,29.543458333333334,29.156166666666667,28.536708333333337,28.380916666666664,28.084,26.704130434782616,24.974173913043476,23.441260869565212
552,Carolina,Puerto Rico,18.48N,65.92W,24.194958333333336,24.094708333333333,24.465500000000002,25.19416666666667,26.466291666666667,27.44804166666667,27.633625,27.83504166666667,27.631291666666666,27.028956521739133,26.213826086956526,24.87947826086957
553,Carrefour,Haiti,18.48N,72.68W,25.617124999999998,25.862166666666663,26.25404166666667,26.422833333333333,27.207375000000003,28.369916666666672,28.854541666666666,28.804124999999996,28.19266666666667,27.59869565217391,27.156000000000002,26.172608695652176
554,Carrollton,United States,32.95N,96.70W,7.554750000000001,9.838499999999998,13.901875000000002,18.143250000000005,22.966916666666673,27.37608333333334,29.514041666666667,29.57133333333333,25.404833333333332,19.206652173913042,13.387565217391304,8.21391304347826
555,Cartagena,Colombia,10.45N,76.09W,26.813999999999993,26.427249999999997,26.569041666666667,27.3805,28.59937500000001,29.424458333333334,29.552083333333332,29.46108333333333,28.948833333333326,28.08378260869565,27.912913043478262,27.426478260869565
556,Cartagena,Spain,37.78N,0.00W,12.36608333333333,12.857916666666668,14.698999999999998,16.404333333333334,19.638416666666668,23.115166666666667,25.55320833333334,26.39991666666667,23.98078260869565,20.3544347826087,16.161173913043477,13.225347826086958
557,Cartago,Colombia,4.02N,76.34W,22.502499999999998,22.824208333333342,22.81991666666666,22.46025,22.505375,22.503916666666665,22.718374999999998,23.049958333333333,22.72373913043478,21.955956521739125,21.83665217391304,22.002521739130433
558,Caruaru,Brazil,8.84S,36.49W,25.581500000000005,25.617041666666662,25.713750000000005,24.798333333333332,23.574416666666664,22.137041666666672,21.39725,21.59529166666667,22.832086956521735,24.309086956521735,25.620086956521742,25.91108695652174
559,Cary,United States,36.17N,79.56W,4.486583333333334,5.927458333333334,10.164291666666669,15.12254166666667,19.598916666666664,24.028375,26.10366666666667,25.253125,21.552125,15.210304347826087,10.05913043478261,5.558260869565218
560,Casablanca,Morocco,32.95N,6.70W,9.990125,11.677374999999998,14.483166666666667,16.071,19.70975,23.62895833333333,26.667875000000006,26.549166666666668,23.310739130434786,19.294956521739127,14.510478260869567,11.31795652173913
561,Cascavel,Brazil,24.92S,53.20W,24.37445833333334,24.304000000000002,23.962208333333336,21.527333333333335,17.849916666666665,16.799375,16.493458333333333,18.416833333333333,19.581478260869567,21.679086956521736,23.030304347826085,24.149478260869568
562,Castanhal,Brazil,0.80S,47.41W,26.447125000000003,26.440875000000002,26.649708333333326,26.601208333333336,26.636666666666667,26.37641666666667,26.16891666666667,26.485125,26.74786956521739,26.987130434782607,27.4234347826087,27.100695652173915
563,Catamarca,Argentina,28.13S,66.36W,25.91483333333333,24.535375000000002,22.87595833333333,18.666833333333333,14.263,10.736291666666666,10.229375,13.886333333333333,17.506956521739134,21.369608695652175,24.132391304347824,25.832478260869568
564,Catanduva,Brazil,21.70S,49.33W,25.101166666666668,25.317500000000006,25.12304166666667,23.807000000000002,20.945958333333333,20.20808333333333,20.327250000000003,22.040125,23.237652173913038,24.64160869565217,25.10160869565218,25.37482608695652
565,Catania,Italy,37.78N,14.24E,8.416583333333334,8.386958333333334,10.480916666666667,13.037708333333333,17.998124999999998,22.812875000000005,25.714000000000002,25.91870833333334,21.847869565217398,17.71626086956521,13.394217391304354,9.621130434782607
566,Catia La Mar,Venezuela,10.45N,66.27W,24.327875000000006,24.69316666666667,25.494249999999997,26.176333333333336,26.664499999999993,26.175916666666666,25.783374999999996,26.009291666666666,26.25369565217391,25.999869565217388,25.602086956521738,24.73373913043478
567,Caucaia,Brazil,4.02S,39.38W,28.042541666666665,27.679375000000004,27.22125,26.768375000000002,26.96808333333333,26.902625,27.05679166666666,27.755499999999998,28.35365217391304,28.490260869565226,28.736869565217386,28.668260869565216
568,Cavite,Philippines,15.27N,120.83E,25.356999999999996,26.359625000000005,27.78566666666667,29.042708333333334,28.941458333333333,27.934750000000005,26.98329166666667,26.808291666666662,26.843913043478263,26.72026086956522,26.461913043478265,25.53
569,Caxias,Brazil,5.63S,43.59W,26.621375,26.320875,26.39254166666667,26.438166666666664,26.802000000000007,26.69141666666667,26.90483333333333,28.062,29.22204347826087,29.26439130434782,28.73704347826087,27.77182608695652
570,Caxias Do Sul,Brazil,29.74S,51.69W,24.164125,23.849124999999997,22.760500000000004,19.513874999999995,15.921375000000003,13.707666666666663,13.037874999999998,14.8155,16.182521739130436,18.982,21.29569565217391,23.219478260869565
571,Cebu,Philippines,10.45N,123.55E,26.686624999999996,27.175124999999994,28.03520833333333,28.810000000000002,28.979249999999997,28.137583333333335,27.54525,27.693083333333323,27.738608695652182,27.51326086956522,27.528608695652174,26.924565217391308
572,Cedar Rapids,United States,42.59N,91.64W,-7.092958333333332,-4.350041666666667,2.2836666666666665,9.181041666666667,15.595541666666664,21.03025,23.077125000000006,21.921541666666666,17.367249999999995,10.450739130434782,3.088173913043478,-4.358391304347826
573,Celaya,Mexico,20.09N,100.66W,14.150416666666665,15.922125,18.111583333333332,20.102333333333334,21.401499999999995,20.535833333333333,19.039291666666667,18.981583333333337,18.576666666666668,17.378652173913046,15.745695652173909,14.252260869565218
574,Chakwal,Pakistan,32.95N,73.72E,11.455,14.524333333333338,19.595833333333335,24.99083333333333,30.65704166666667,32.43383333333333,30.67454166666667,29.524,28.340434782608703,24.13586956521739,18.431043478260875,13.096391304347826
575,Chalco,Mexico,20.09N,98.96W,12.854208333333334,14.462249999999997,16.550708333333336,18.233625000000004,19.20883333333333,18.73495833333333,17.773958333333336,17.807291666666668,17.213874999999998,15.91691304347826,14.367695652173916,12.945826086956522
576,Champdani,India,23.31N,88.25E,18.720375,22.550124999999998,27.358208333333337,30.290166666666664,31.00520833333334,30.309125000000005,29.308791666666664,29.400416666666672,29.16113043478261,27.532608695652176,24.123043478260872,19.921999999999997
577,Chandannagar,India,23.31N,88.25E,18.720375,22.550124999999998,27.358208333333337,30.290166666666664,31.00520833333334,30.309125000000005,29.308791666666664,29.400416666666672,29.16113043478261,27.532608695652176,24.123043478260872,19.921999999999997
578,Chandausi,India,28.13N,79.09E,15.024083333333335,18.40316666666666,23.753250000000005,29.568416666666668,33.24562499999999,33.11470833333333,30.535375,29.663999999999998,29.107739130434776,26.110304347826084,21.245913043478257,16.560217391304345
579,Chandigarh,India,31.35N,77.28E,5.373375,7.187125000000001,11.104333333333336,15.781541666666664,19.579624999999997,20.629083333333334,19.515541666666667,18.747625,17.644956521739132,14.846782608695651,11.650565217391307,7.691695652173912
580,Chandler,United States,32.95N,112.02W,11.439749999999998,13.04916666666667,16.542708333333334,20.121875,25.352916666666673,30.237166666666656,32.84375,32.265416666666674,29.32925,22.531782608695654,15.8935652173913,10.786913043478261
581,Chandpur,Bangladesh,23.31N,90.00E,18.451625,22.131500000000003,26.618416666666672,28.794124999999998,29.225499999999997,29.110374999999994,28.801541666666665,29.031625000000002,28.861391304347826,27.524869565217397,24.265695652173907,19.943347826086953
582,Chandrapur,India,20.09N,78.48E,22.259083333333333,25.123458333333335,29.164999999999992,32.899166666666666,35.43058333333334,32.039,28.262291666666666,27.453208333333336,28.08517391304348,26.95334782608696,24.25304347826087,21.802826086956525
583,Changchun,China,44.20N,125.22E,-15.479791666666666,-9.842541666666664,-1.5012083333333333,8.259125000000003,16.192333333333337,21.551708333333334,23.862791666666666,22.487125000000006,16.309130434782606,7.602999999999999,-3.265521739130435,-12.609782608695651
584,Changde,China,28.13N,111.82E,4.600916666666666,7.300333333333332,11.226708333333333,17.041625000000003,21.844875000000002,25.535833333333333,28.58708333333333,27.748375,23.653565217391307,18.040695652173913,12.88686956521739,7.217739130434782
585,Changji,China,44.20N,87.20E,-14.809458333333334,-10.467916666666666,-0.5157916666666666,10.890625000000002,17.701541666666667,22.67475,24.160916666666665,22.79041666666667,17.002478260869562,8.244478260869567,-1.4605217391304344,-11.025217391304349
586,Changzhou,China,31.35N,120.63E,3.9397916666666677,6.098041666666667,10.168083333333334,15.737625,21.105583333333332,24.878625,28.957125000000005,28.344250000000006,24.263913043478258,18.75769565217391,13.02413043478261,6.651478260869564
587,Chaohu,China,31.35N,118.74E,3.2090416666666672,5.823833333333334,10.153583333333335,16.1305,21.520541666666663,25.12479166666667,28.72283333333333,27.873958333333334,23.56756521739131,17.799173913043475,11.773391304347827,5.636260869565218
588,Chaoyang,China,40.99N,121.42E,-7.8378749999999995,-3.5670416666666664,2.6624166666666667,10.680625,17.650291666666664,21.878833333333336,24.58329166666667,24.180375,19.28352173913043,11.586521739130434,2.2175217391304347,-5.397130434782608
589,Chaozhou,China,23.31N,116.21E,13.549833333333332,15.080541666666663,17.75058333333333,21.646666666666665,25.24270833333333,27.48533333333333,28.821249999999996,28.561041666666657,27.09982608695653,23.605043478260868,19.555130434782612,15.228956521739129
590,Chapecó,Brazil,26.52S,53.73W,24.027541666666664,23.67429166666666,22.967583333333337,20.27220833333333,16.68075,15.454666666666663,15.006958333333335,17.00420833333333,18.201521739130435,20.46795652173913,22.09326086956522,23.57673913043478
591,Charallave,Venezuela,10.45N,66.27W,24.327875000000006,24.69316666666667,25.494249999999997,26.176333333333336,26.664499999999993,26.175916666666666,25.783374999999996,26.009291666666666,26.25369565217391,25.999869565217388,25.602086956521738,24.73373913043478
592,Charleroi,Belgium,50.63N,3.80E,3.5453333333333323,4.306500000000001,7.281708333333334,10.171208333333334,14.116416666666666,16.64316666666667,18.661458333333336,18.640041666666665,15.428869565217394,11.247869565217393,6.998434782608696,3.6076521739130434
593,Charleston,United States,32.95N,79.47W,10.900791666666668,11.841791666666667,14.933875,18.458875000000003,22.579125,26.073625000000003,27.855999999999995,27.382083333333338,25.158083333333337,20.314086956521738,15.792695652173915,12.030521739130435
594,Charlotte,United States,34.56N,81.73W,6.381333333333334,7.948291666666666,12.007750000000001,16.470666666666663,21.06395833333333,25.223041666666663,27.13779166666666,26.37483333333334,22.91129166666667,16.70591304347826,11.433,7.164217391304347
595,Chas,India,23.31N,86.50E,17.91645833333333,21.826083333333333,26.798083333333334,30.41833333333334,31.642416666666673,30.381125,28.504166666666663,28.287624999999995,27.94221739130435,26.07204347826087,22.491347826086958,18.553652173913044
596,Chattanooga,United States,34.56N,85.62W,5.133875,6.917541666666668,11.168,15.584250000000003,20.156833333333328,24.284791666666674,26.135250000000003,25.807625,22.373625,15.973956521739128,10.451260869565218,6.034173913043477
597,Chavakachcheri,Sri Lanka,8.84N,80.27E,26.45075,27.74162499999999,29.301749999999995,29.749291666666664,29.932333333333336,29.05570833333334,28.561333333333337,28.525166666666667,28.680695652173906,27.814695652173917,27.11726086956521,26.26256521739131
598,Cheboksary,Russia,55.45N,48.19E,-10.538458333333333,-10.410958333333335,-3.8091666666666675,6.068208333333334,13.761500000000003,18.324375,20.472708333333333,18.019500000000004,12.25117391304348,5.200826086956522,-2.952652173913044,-8.97882608695652
599,Chelmsford,United Kingdom,52.24N,0.00W,4.476000000000001,4.811041666666666,6.825875,8.995791666666666,12.409875000000001,15.29833333333333,17.52504166666667,17.468833333333333,14.59765217391304,10.793000000000001,7.266260869565218,4.3163913043478255
600,Cheltenham,United Kingdom,52.24N,2.63W,4.367416666666666,4.724666666666666,6.565000000000001,8.52425,11.859333333333334,14.57820833333333,16.55666666666666,16.342708333333338,13.736043478260868,10.192391304347826,7.027391304347826,4.189304347826087
601,Chelyabinsk,Russia,55.45N,62.36E,-13.897208333333333,-12.54875,-4.965000000000001,5.252250000000001,13.091500000000003,18.120583333333332,19.453375,17.049625,11.27286956521739,4.452173913043478,-5.4501739130434785,-12.031391304347824
602,Chemnitz,Germany,50.63N,13.94E,-0.14758333333333323,0.8202083333333331,4.331208333333333,9.165500000000002,14.154375000000002,17.140541666666667,19.204833333333333,18.995333333333335,14.32652173913044,9.085608695652175,4.222956521739129,0.23700000000000002
603,Chengde,China,40.99N,117.16E,-9.658499999999998,-4.821041666666667,2.2154583333333338,10.486500000000003,17.367041666666665,21.414375000000003,23.475458333333332,22.014750000000003,16.58704347826087,8.836304347826086,-0.44821739130434785,-7.872956521739132
604,Chengdu,China,31.35N,103.66E,0.6436666666666668,3.6745416666666677,7.630166666666667,11.947291666666667,15.585708333333331,18.194625000000002,20.116874999999997,19.602708333333332,16.310391304347824,11.466869565217394,6.8608260869565205,1.8856521739130434
605,Chenghai,China,23.31N,116.21E,13.549833333333332,15.080541666666663,17.75058333333333,21.646666666666665,25.24270833333333,27.48533333333333,28.821249999999996,28.561041666666657,27.09982608695653,23.605043478260868,19.555130434782612,15.228956521739129
606,Chenzhou,China,26.52N,112.84E,5.279416666666666,8.189791666666666,11.909999999999998,17.793333333333333,22.379375000000007,25.782958333333337,28.463666666666665,27.545791666666663,23.83860869565218,18.575304347826087,13.368478260869564,7.735043478260872
607,Cherepovets,Russia,58.66N,36.92E,-8.516333333333334,-8.533875,-3.203833333333334,4.380125000000001,10.935291666666666,15.425166666666668,18.0995,15.637249999999996,10.399434782608699,4.344565217391303,-2.3186521739130437,-6.836173913043479
608,Cherkasy,Ukraine,49.03N,31.84E,-3.814666666666667,-3.1752083333333334,1.8552916666666663,9.361666666666666,15.483541666666667,18.991749999999996,21.292083333333334,20.311375,14.580304347826088,8.329739130434783,2.465608695652174,-2.7513478260869566
609,Cherkessk,Russia,44.20N,42.48E,-2.965,-2.4617500000000003,2.2195416666666667,8.146125,13.377333333333334,17.62175,20.450875,20.131333333333334,15.352739130434781,9.615608695652174,3.23495652173913,-1.3691304347826085
610,Chernihiv,Ukraine,52.24N,31.53E,-4.591041666666667,-4.3747500000000015,0.6396666666666664,8.41175,14.405291666666665,17.90083333333333,20.15425,18.691625,12.89117391304348,6.914043478260872,1.1876521739130435,-3.8176521739130433
611,Chernivtsi,Ukraine,49.03N,26.94E,-3.4222916666666667,-2.3615833333333334,2.205375,9.033291666666667,14.93954166666667,18.12216666666667,20.084833333333332,19.21375,13.9085652173913,8.242434782608695,2.7623478260869567,-2.688739130434783
612,Chesapeake,United States,36.17N,75.58W,7.320416666666667,7.763791666666666,10.590749999999998,14.874249999999998,19.165875000000007,23.76575,26.237791666666666,25.71820833333334,23.218874999999997,18.057869565217388,13.235565217391308,9.168000000000003
613,Chetumal,Mexico,18.48N,87.89W,24.815208333333334,25.469916666666666,26.213458333333335,27.438458333333333,28.494500000000002,28.74054166666667,28.864041666666676,29.01104166666667,28.91070833333333,27.796217391304353,26.451826086956522,25.258739130434783
614,Chhapra,India,26.52N,84.18E,15.718583333333335,19.305333333333333,24.513208333333335,29.237583333333337,31.398250000000004,31.260291666666664,29.611208333333337,29.46258333333333,28.979478260869566,26.3805652173913,21.994652173913046,17.38660869565218
615,Chhatarpur,India,24.92N,79.80E,16.230083333333337,19.691208333333332,24.935041666666663,30.55129166666666,34.77458333333333,33.56758333333333,29.626833333333334,28.381791666666672,28.185173913043478,25.901,21.251956521739128,17.134391304347826
616,Chhindwara,India,21.70N,78.75E,19.592916666666667,22.42770833333334,27.014791666666667,31.509874999999997,34.60387500000001,31.389750000000003,27.185916666666667,26.392624999999992,27.017956521739126,25.753478260869564,22.62034782608696,19.731478260869565
617,Chiang Mai,Thailand,18.48N,99.72E,21.439458333333334,23.750374999999995,26.893416666666663,28.932250000000007,28.15754166666666,27.798625,27.258583333333334,26.824875000000002,26.537,25.64891304347826,23.65121739130435,21.23391304347826
618,Chicago,United States,42.59N,87.27W,0.22124999999999995,1.258916666666667,4.638125,8.126791666666668,12.510125,18.250375000000002,22.456083333333336,22.93683333333333,19.279291666666662,13.23395652173913,7.860695652173911,2.509391304347826
619,Chiclayo,Peru,7.23S,80.27W,24.034374999999997,25.529958333333337,25.5955,23.805458333333334,22.085250000000002,20.363458333333337,19.079916666666666,18.384375000000002,18.18921739130435,18.421739130434787,19.66882608695652,21.66221739130435
620,Chifeng,China,42.59N,120.00E,-10.988875,-6.34225,0.5466666666666667,9.723583333333332,17.440125,21.802458333333334,23.91925,22.534833333333335,16.831956521739134,8.553478260869566,-1.474695652173913,-8.924739130434784
621,Chigasaki,Japan,36.17N,139.23E,1.9514166666666666,3.0727083333333334,6.385333333333334,11.762416666666667,16.584458333333334,20.402333333333328,24.20141666666667,25.26216666666667,21.38482608695652,15.272043478260867,9.66513043478261,4.430217391304347
622,Chihuahua,Mexico,28.13N,106.36W,9.395000000000001,11.429791666666668,14.530833333333334,18.214499999999997,22.31895833333333,25.176541666666665,23.65225,22.721833333333336,20.881291666666666,17.432521739130433,12.993826086956522,9.335304347826087
623,Chikmagalur,India,13.66N,75.14E,25.015583333333336,26.37166666666667,28.42620833333333,29.130208333333332,28.419875,25.44691666666667,24.247249999999998,24.28329166666666,24.836304347826086,25.282043478260867,25.506999999999998,24.752695652173912
624,Chillan,Chile,36.17S,71.60W,19.084125000000004,18.052833333333336,15.668666666666661,11.407833333333334,8.405333333333333,6.480833333333333,5.642791666666667,7.067708333333332,9.13869565217391,11.758869565217392,14.859043478260869,17.42195652173913
625,Chilpancingo,Mexico,18.48N,99.72W,19.125291666666666,20.68404166666667,22.429625000000005,23.705291666666668,24.182041666666674,23.10245833333333,22.0215,21.995875,21.74354166666667,21.277782608695656,20.28508695652174,19.201130434782613
626,Chimalhuacán,Mexico,20.09N,98.96W,12.854208333333334,14.462249999999997,16.550708333333336,18.233625000000004,19.20883333333333,18.73495833333333,17.773958333333336,17.807291666666668,17.213874999999998,15.91691304347826,14.367695652173916,12.945826086956522
627,Chimbote,Peru,8.84S,78.65W,20.626791666666673,21.433458333333334,21.306500000000003,19.772625,18.521083333333337,17.533,16.967208333333332,16.674333333333333,16.61208695652174,16.92578260869565,18.03791304347826,19.270652173913042
628,Chimoio,Mozambique,18.48S,33.80E,25.402916666666666,25.330208333333335,24.890708333333336,23.253916666666665,21.644041666666666,19.926708333333334,19.180666666666664,20.852375,23.401695652173913,24.886826086956525,25.773956521739127,25.374478260869562
629,Chinandega,Nicaragua,12.05N,87.12W,27.210124999999994,27.521041666666665,28.077666666666662,28.86175,28.857,28.656500000000005,29.031541666666666,28.88066666666667,27.965375000000005,27.180695652173917,27.300086956521742,27.284999999999993
630,Chincha Alta,Peru,13.66S,76.79W,22.359458333333333,23.502666666666666,23.32245833333333,21.37829166666667,19.536166666666663,18.107875000000003,17.234875,16.618083333333338,16.393695652173914,16.58830434782609,18.00639130434783,20.128652173913046
631,Chingola,Zambia,12.05S,27.95E,21.747083333333332,22.064958333333337,22.16004166666667,21.19191666666667,19.869625000000003,17.853375000000003,17.46408333333334,20.121708333333334,23.077565217391303,24.304739130434783,23.64260869565217,22.038434782608693
632,Chiniot,Pakistan,31.35N,73.51E,12.563291666666665,15.805166666666665,21.14808333333333,26.99470833333334,32.75091666666667,34.27329166666668,32.891375000000004,31.91625,30.36995652173913,25.94273913043478,20.01678260869565,14.489347826086956
633,Chishtian Mandi,Pakistan,29.74N,72.00E,13.705875000000004,16.932291666666668,22.657083333333333,28.57129166666667,34.239041666666665,35.804458333333336,34.80075,33.499208333333335,31.57752173913043,27.11591304347826,21.207391304347826,15.684913043478257
634,Chisinau,Moldova,47.42N,29.61E,-2.4822083333333333,-1.3102916666666669,3.507375,10.156166666666667,16.24316666666667,19.95595833333334,22.32529166666667,21.64820833333333,16.044826086956522,10.008478260869566,4.1419999999999995,-1.398608695652174
635,Chita,Russia,52.24N,112.99E,-25.737458333333333,-19.810666666666663,-10.961708333333336,-0.5851249999999998,7.969083333333334,14.797375000000002,17.354458333333337,14.469958333333333,6.896782608695652,-2.0265217391304344,-14.067478260869565,-23.366695652173913
636,Chitradurga,India,13.66N,76.79E,23.045416666666664,25.370458333333332,28.084250000000008,29.019874999999995,28.383458333333333,25.708333333333332,24.469583333333333,24.353916666666667,24.74617391304348,24.41965217391304,23.548,22.30886956521739
637,Chittaurgarh,India,24.92N,74.48E,16.861666666666668,19.868041666666663,25.42670833333334,30.49854166666667,33.93504166666666,32.38675,28.663625,27.248124999999998,27.617869565217397,26.278434782608695,22.257,18.280043478260872
